,Way_Id,Nod_ref,Tags
4334,111539933,"['1270506997', '1270506989']",{'highway': 'residential'}
4335,111539934,"['1198120927', '1270507018', '1270506968', '1270506949']",{'highway': 'residential'}
4336,111539935,"['1270506946', '1270506991']",{'highway': 'residential'}
4337,111539936,"['1270506988', '1270507016']",{'highway': 'residential'}
4338,111539937,"['1270506964', '1270506948', '1270506970', '1270506952', '1270507004', '1270506953', '1270507015', '1270506986', '1270507002', '1270506984', '1270506962', '1270506964']","{'highway': 'tertiary', 'ref': 'GR-3304', 'junction': 'roundabout', 'source': 'PNOA;datos oficiales'}"
4339,111539938,"['1270506976', '1270506959', '1270506995']",{'highway': 'residential'}
4340,111539939,"['1270506955', '1270507016', '1270507009', '1270507001', '1270506973']",{'highway': 'residential'}
4341,111539940,"['1270507011', '1270507012', '1270506983']",{'highway': 'residential'}
4342,111539941,"['1270506990', '1270506979', '1270506960', '1270506988', '1270506967']",{'highway': 'residential'}
4343,111539945,"['1198121984', '1270507011', '1270506981']",{'highway': 'residential'}
4344,111539948,"['1270506951', '1270507013', '1270506985']",{'highway': 'residential'}
4345,111539949,"['1270507007', '1270506977']",{'highway': 'residential'}
4346,111539950,"['1270506994', '1270506987', '1270506966']",{'highway': 'residential'}
4347,111643482,"['1271420706', '1363570443', '1271420826']","{'name': 'Calle Camelia', 'highway': 'service', 'service': 'alley'}"
4348,111643484,"['1271420793', '1271420696']","{'name': 'Calle Pintor Murillo', 'highway': 'service', 'service': 'alley'}"
4349,111643485,"['1271420856', '1271420790', '1271420868']",{'highway': 'residential'}
4350,111643486,"['620828841', '1271420810', '1271420786', '1271420803']","{'name': 'Calle Holanda', 'highway': 'residential'}"
4351,111643487,"['901544634', '1271420800', '1271420788', '1271420728', '1271420866']","{'name': 'Calle Mirto', 'highway': 'service', 'service': 'alley'}"
4352,111643488,"['1271420696', '1271420819', '1271420779', '620828863']","{'name': 'Calle Pintor Murillo', 'highway': 'residential'}"
4353,111643489,"['1271420849', '1271420781']","{'highway': 'service', 'service': 'alley'}"
4354,111643490,"['1271420868', '1271420801']",{'highway': 'residential'}
4355,111643491,"['1363488529', '1271420818']","{'name': 'Calle Almenara', 'highway': 'pedestrian'}"
4356,111643492,"['620893066', '1271420853']","{'highway': 'service', 'service': 'alley'}"
4357,111643493,"['1271420860', '1430385647', '1271420774', '1430385651', '1271420712', '1430385648', '1271420844', '1430385649', '1271420809', '1271420749', '1430385654', '1271420675', '1430385653', '1271420820', '1430385652', '1271420833', '1430385650', '1271420860']","{'highway': 'residential', 'junction': 'roundabout'}"
4358,111643494,"['1271420785', '1271420721']","{'name': 'Calle Pomelo', 'highway': 'residential'}"
4359,111643495,"['901544674', '1271420781']","{'name': 'Calle Limón', 'highway': 'residential'}"
4360,111643496,"['1271420714', '620893060']",{'highway': 'residential'}
4361,111643498,"['620828676', '1271420777', '1271420716']","{'highway': 'service', 'service': 'alley'}"
4362,111643499,"['620893098', '1271420759', '1271420784']",{'highway': 'residential'}
4363,111643500,"['620828649', '1271420685', '1271420813', '1271420722', '1271420832', '1271420747', '1271420842']","{'name': 'Calle Navarros', 'highway': 'residential'}"
4364,111643501,"['1271420858', '1271420799', '620893155']","{'name': 'Calle Adelfa', 'highway': 'service', 'service': 'alley'}"
4365,111643502,"['1271420749', '1214737692', '1214737864', '1214737829', '1214737492']","{'name': 'Avenida de la Loaysa', 'highway': 'residential', 'oneway': 'yes'}"
4366,111643503,"['1271420815', '1271420728']","{'name': 'Calle Amapola', 'highway': 'service', 'service': 'alley'}"
4367,111643504,"['1271420805', '1271420703', '1271420822', '1271420784', '1271420864', '1271420798', '901544555', '901544605', '1271420821']","{'name': 'Calle Checoslovaquia', 'highway': 'residential', 'source': 'yahoo'}"
4368,111643505,"['1271420756', '1271420751', '1271420858', '1271420848']","{'name': 'Calle Flores', 'highway': 'service', 'service': 'alley'}"
4369,111643506,"['1271420752', '1271420835']","{'name': 'Calle Almagre', 'highway': 'residential', 'oneway': 'yes'}"
4370,111643507,"['620828667', '1271420738', '1271420839', '1271420768', '1271420854', '1271420787', '1271420865', '1271420837', '1271420761', '1271420850', '1271420780', '1271420736', '1271420861', '1271420796', '1271420773', '1271420680', '1271420811']","{'name': 'Calle Pintor Morcillo', 'highway': 'residential'}"
4371,111643508,"['1271420833', '1271420702']",{'highway': 'residential'}
4372,111643509,"['1271420801', '1271420698', '1271420852']",{'highway': 'residential'}
4373,111643510,"['1271420751', '1271420823']","{'name': 'Callejón Santísimo', 'highway': 'footway'}"
4374,111643511,"['1271420807', '1271420705']","{'name': 'Calle Galatea', 'highway': 'residential', 'oneway': 'yes'}"
4375,111643512,"['1271420828', '1271420740']","{'name': 'Calle del Rosal', 'highway': 'service', 'service': 'alley'}"
4376,111643513,"['1271420845', '1271420775']","{'name': 'Calle Pintor Zabaleta', 'highway': 'residential'}"
4377,111643514,"['1271420806', '1271420842', '1271420772', '1271420855']","{'name': 'Calle Parra Flamenca', 'highway': 'residential'}"
4378,111643515,"['1271420799', '1271420687']","{'name': 'Calle Cariño', 'highway': 'service', 'service': 'alley'}"
4379,111643516,"['1271420800', '1271420691']","{'name': 'Calle Camelia', 'highway': 'service', 'service': 'alley'}"
4380,111643517,"['620893078', '1363570221', '1271420690']","{'name': 'Calle Amapola', 'highway': 'service', 'service': 'alley'}"
4381,111643518,"['1271420823', '1363570265', '1271420735']","{'name': 'Calle Blas Infante', 'highway': 'service', 'service': 'alley'}"
4382,111643519,"['620893043', '1271420783']","{'name': 'Calle de Fátima', 'highway': 'service', 'service': 'alley'}"
4383,111643520,"['1271420825', '1271420736', '1271420700']","{'name': 'Calle Ganivet', 'highway': 'residential'}"
4384,111643521,"['1271420862', '1271420797']","{'name': 'Calle Vino', 'highway': 'service', 'service': 'alley'}"
4385,111643522,"['1271420773', '1271420857']",{'highway': 'residential'}
4386,111643523,"['1271420791', '1271420869', '1271420863', '1271420802']","{'name': 'Calle Laurel', 'highway': 'residential'}"
4387,111643524,"['620893046', '1271420726']","{'name': 'Calle Pintor Goya', 'highway': 'service', 'service': 'alley'}"
4388,111732293,"['1272253853', '1272253697']","{'highway': 'service', 'service': 'alley'}"
4389,111732294,"['1272254083', '1272253711', '1272253798', '1272253909', '1272253887']",{'highway': 'residential'}
4390,111732295,"['1930994093', '1272253826', '1930994034', '1272253647', '1930993995', '1272253749', '1272253848', '1272253942']","{'name': 'Calle Valle de Riofrío', 'highway': 'residential'}"
4391,111732296,"['1272254064', '1272253939', '901000914', '1519376690', '620816414']","{'name': 'Calle Adinamar', 'highway': 'residential'}"
4392,111732298,"['1272253860', '1272253708', '1272253797', '1272253732', '1272253825', '1272253912', '1272254023', '1272253860']",{'leisure': 'garden'}
4393,111732302,"['1272253919', '1272254061', '1272253850']","{'name': 'Calle Laguna Larga', 'highway': 'pedestrian'}"
4394,111732305,"['1272253887', '1272253994', '1272253649', '1272253807', '1272253754', '1272254031', '1272253696', '1272253792', '1272253883', '1272253984', '1272253643', '1272253742']","{'name': 'Calle Zorahaida', 'highway': 'residential'}"
4395,111732307,"['1272253944', '1272253775', '1272253874', '1272253717', '1272253813', '1272253905', '1272254011', '1272253679', '1272253944']",{'leisure': 'garden'}
4396,111732311,"['1272254065', '1272253869', '1272253969', '1272253809', '1272253904', '1272254065']",{'leisure': 'garden'}
4397,111732315,"['1272253677', '1272253926', '1272254040', '1272253699', '1272253794', '1272253677']",{'leisure': 'garden'}
4398,111732319,"['901000971', '1514324518', '901001013', '901000942']",{'highway': 'residential'}
4399,111732321,"['1272253886', '1272253827', '1914585067', '1272253752', '1914585070', '1272253719']","{'name': 'Calle El Castañal', 'highway': 'residential', 'oneway': 'yes'}"
4400,111732322,"['1272253884', '1272253726', '1272253817', '1272253908', '1272253884']",{'leisure': 'pitch'}
4401,111732324,"['1272253714', '1272253965', '1272253804', '1272253889', '1272253996', '1272253667', '1272253734']","{'name': 'Calle Kadiga', 'highway': 'residential'}"
4402,111732325,"['951559203', '1272253752']",{'highway': 'pedestrian'}
4403,111732326,"['1272253807', '1272253900', '1272254008', '1272253672', '1272253768', '1272253853', '1272253959', '1272254086', '1272253987', '1272253644', '1272253745', '1272253846', '1272253937', '1272254059']","{'name': 'Calle Mariem', 'highway': 'residential'}"
4404,111732327,"['901544530', '901544663', '901544602', '1272253989', '1931220407', '901544578', '901544652', '901544607', '901544566', '901544680', '1519382164', '1428715964']","{'name': 'Calle Morayma', 'highway': 'residential'}"
4405,111732328,"['901000971', '1514324523', '1272253961', '1272253911']","{'name': 'Calle de Aixa la Horra', 'highway': 'residential'}"
4406,111732329,"['1272253799', '1272253921', '1272254005', '1272253630']","{'name': 'Calle Corral del Veleta', 'highway': 'residential', 'oneway': 'no'}"
4407,111732330,"['1272253833', '1272253675', '1272254037', '1272253698', '1272253833']",{'leisure': 'pitch'}
4408,111732331,"['901000986', '901000933', '1519370512', '1519370514', '1519370515', '901000913', '901000943', '901000925', '1519370528', '1519370529', '901000921', '901000998', '1519370533', '901000930', '1272253811', '901001014', '901000946', '901001005', '1519370531', '901000948']","{'name': 'Calle Aconcagua', 'highway': 'residential'}"
4409,111732332,"['1272253909', '1272254018', '1272253690', '1272253771', '1272253865']",{'highway': 'residential'}
4410,111732333,"['1272253848', '1272254029', '1272253695', '1272253740', '1272253789', '1272253881', '1272253981', '1930993937', '1272253642', '1272253740']","{'name': 'Calle Valle de Lecrín', 'highway': 'residential'}"
4411,111732334,"['901544578', '1272253633']","{'name': 'Calle Azahara', 'highway': 'residential'}"
4412,111732335,"['1272253989', '1272253646', '1272253747', '1272254024', '1272253694', '1272253786', '1272253876', '901544557', '901544672', '1514324529', '901544620', '901544588', '901544573']","{'name': 'Calle Esquivila', 'highway': 'residential'}"
4413,111732336,"['620816435', '1930994050', '620816377']","{'highway': 'residential', 'oneway': 'yes'}"
4414,111732337,"['1681541460', '1272253962', '1272253992', '1272254092']","{'name': 'Calle Estrella De Las Nieves', 'highway': 'pedestrian'}"
4415,111732338,"['620828884', '620828885', '1363537570', '620828886', '1271420803', '620828887', '620828849', '620893108', '620828889', '620893033', '620828890', '1214737571', '620828891', '620828892', '1363537299', '1363493256', '620828893', '1363493257', '620828894', '620828896', '620828898', '620828875', '620828901', '620828903', '1363537278', '620828905']","{'name': 'Camino Real de los Neveros', 'highway': 'residential'}"
4416,111732339,"['1514311346', '763120823', '1514311343', '763120821', '1514311342', '900996601', '1514311340', '763120814', '1514311336', '1514311333', '1514311332', '901000950', '763120812', '1514311337', '763120807']","{'name': 'Calle Sajama', 'highway': 'residential'}"
4417,111736313,"['265806531', '1423482062', '1426357280', '476056653', '476056655', '1423482060', '1426357269', '476056660', '1437358496']","{'name': 'Calle Torre de los Picos', 'highway': 'residential', 'oneway': 'no'}"
4418,111736315,"['476056634', '1437264061', '1219729231', '1215953113']","{'name': 'Calle El Partal', 'highway': 'residential', 'oneway': 'no'}"
4419,111736321,"['1215953068', '2390986555', '1424128321', '1424128292', '1422058925', '1421140577', '1420207680', '1424129800', '2123974992', '1215953051']","{'name': 'Calle Pianista Rosa Sabater', 'highway': 'residential', 'oneway': 'no'}"
4420,111736322,"['1272292911', '1272292930', '1435734903', '1272292952', '1272292975']","{'highway': 'service', 'service': 'alley', 'noname': 'yes', 'oneway': 'yes'}"
4421,111736326,"['1272292966', '1272292987', '1272293004']","{'name': 'Calle Memorial Núñez Blanca', 'highway': 'pedestrian', 'service': 'alley'}"
4422,111736327,"['1272293001', '1272292974']","{'name': 'Calle José Millán', 'highway': 'pedestrian', 'service': 'alley'}"
4423,111736329,"['1272292923', '1683513243', '1423087382']","{'name': 'Calle Torre de los Abencerrajes', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}"
4424,111736331,"['1215953213', '1215953178', '1215953452']","{'name': 'Calle Isabel Barreto', 'highway': 'residential', 'oneway': 'yes'}"
4425,111736337,"['1272293014', '1272292986', '1435734883', '1272292959', '1272292937']","{'highway': 'service', 'service': 'alley', 'noname': 'yes', 'oneway': 'yes'}"
4426,111736340,"['1423087349', '1272292992', '1775200308', '1775200309', '1215953068']","{'name': 'Camino Bajo de Huétor', 'highway': 'secondary', 'lanes': '1', 'oneway': 'yes'}"
4427,111736353,"['1272292919', '1272292922', '1272292956', '1636373386', '1636373384', '1272292951', '1636373382', '1272292911', '1272292975', '1272293003', '1435734904', '1272293010', '1435734900']","{'name': 'Calle Martín Pérez de Ayala', 'highway': 'residential', 'service': 'alley', 'oneway': 'no'}"
4428,111736359,"['1423087379', '1272292979', '1272293008']","{'name': 'Calle Torre de los Abencerrajes', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}"
4429,111736360,"['1272292977', '1272292998', '1272293004', '1930560422', '1272292916', '1272292994']","{'name': 'Calle Guillermo de Peregrina (Ciclista)', 'highway': 'pedestrian', 'service': 'alley'}"
4430,111736364,"['1272292996', '1272292991', '1272292998']","{'name': 'Calle Carlos Tómas Romero', 'highway': 'pedestrian', 'service': 'alley'}"
4431,111736366,"['1272292915', '1636373351', '1272292993']","{'name': 'Calle Andrés Calderón', 'highway': 'pedestrian', 'service': 'alley'}"
4432,111736369,"['1272292921', '1272292988', '1272293007']","{'name': 'Calle Ramón Guardiola', 'highway': 'pedestrian', 'service': 'alley'}"
4433,111736370,"['1272292922', '1272293009', '1435734879', '1272292982', '1272292956']","{'highway': 'service', 'service': 'alley', 'noname': 'yes', 'oneway': 'yes'}"
4434,111736371,"['1272292954', '1272292933', '1435734886', '1272292957', '1272292983']","{'name': 'Calle Platero', 'highway': 'service', 'service': 'alley', 'oneway': 'yes'}"
4435,111736375,"['1272292951', '1272292927']","{'highway': 'residential', 'service': 'alley', 'noname': 'yes'}"
4436,111736379,"['901544572', '1930468428', '1272292923', '1754680941', '1272293008', '1420207722', '1420207685', '1449404587']","{'name': 'Calle Torre de la Bruja', 'highway': 'residential', 'source': 'yahoo', 'oneway': 'yes'}"
